"artist","museum","gender","ethnicity","GEO3major","year"
"Carol Haerer","Whitney Museum of American Art",NA,"white","North America","1930"
"Carl Hall","Whitney Museum of American Art","man","white","North America","1920"
"Doug Hall","Whitney Museum of American Art","man","white","North America","1940"
"Frederick G. Hall","Whitney Museum of American Art","man","white","North America","1880"
"Joellen Hall","Whitney Museum of American Art",NA,"white","North America","1920"
"Susan Hall","Whitney Museum of American Art","woman","white","North America","1940"
"Peter Halley","Whitney Museum of American Art","man","white","North America","1950"
"Samuel Halpert","Whitney Museum of American Art","man","white","Europe","1880"
"Ann Hamilton","Whitney Museum of American Art",NA,"white","North America","1960"
"Jonathan Hammer","Whitney Museum of American Art","man","white","North America","1960"
"David Hammons","Whitney Museum of American Art","man","black","North America","1940"
"Trenton Doyle Hancock","Whitney Museum of American Art","man","black","North America","1970"
"Mark Handforth","Whitney Museum of American Art","man","white",NA,"1970"
"Thomas Handforth","Whitney Museum of American Art","man","white","North America","1900"
"Stephen Hannock","Whitney Museum of American Art","man","white","North America","1950"
"Robert Hansen","Whitney Museum of American Art","man","white","North America","1920"
"Charles Harbutt","Whitney Museum of American Art","man","white","North America","1940"
"Marvin Harden","Whitney Museum of American Art","man","white","North America","1940"
"K8 Hardy","Whitney Museum of American Art","woman","white","North America","1980"
"Tom Hardy","Whitney Museum of American Art","man","white",NA,NA
"David Hare","Whitney Museum of American Art","man","white","North America","1920"
"Martha Visser't Hooft","Whitney Museum of American Art",NA,"white","North America","1910"
"Dahlov Ipcar","Whitney Museum of American Art","woman","white","North America","1920"
"Angelo Ippolito","Whitney Museum of American Art","man","white",NA,"1920"
"Alex Israel","Whitney Museum of American Art","man",NA,"North America","1980"
"Margaret Israel","Whitney Museum of American Art","woman","hispanic",NA,"1930"
"Ken Jacobs","Whitney Museum of American Art","man","white","North America","1930"
"William Jacobs","Whitney Museum of American Art","man",NA,"North America","1870"
"Michael Jacobson-Hardy","Whitney Museum of American Art","man","white","North America","1950"
"Mitchell Jamieson","Whitney Museum of American Art","man","white","North America","1920"
"Valerie Jaudon","Whitney Museum of American Art","woman","white","North America","1940"
"Alfred J. Jensen","Whitney Museum of American Art","man",NA,NA,"1900"
"Bill Jensen","Whitney Museum of American Art","man","white","North America","1940"
"Jess","Whitney Museum of American Art",NA,"white","North America","1920"
"Yun-Fei Ji","Whitney Museum of American Art","man","asian","Asia and the Pacific","1960"
"Luis Jimenez","Whitney Museum of American Art","man","hispanic","North America","1940"
"Chris Johanson","Whitney Museum of American Art","man","white","North America","1970"
"Reuben Kadish","Whitney Museum of American Art","man","white","North America","1910"
"Wolf Kahn","Whitney Museum of American Art","man","white","Europe","1930"
"Jacob Kainen","Whitney Museum of American Art","man","white","North America","1910"
"Luise Kaish","Whitney Museum of American Art","woman","white","North America","1920"
"Jean Kallina","Whitney Museum of American Art","woman","white","North America","1960"
"Craig Kalpakjian","Whitney Museum of American Art","man","white","North America","1960"
"Stephen Kaltenbach","Whitney Museum of American Art","man","white","North America","1940"
"Ben Kamihira","Whitney Museum of American Art","man","asian",NA,"1920"
"Gerome Kamrowski","Whitney Museum of American Art","man","white","North America","1910"
"John Kane","Whitney Museum of American Art","man","white",NA,NA
"Ik-Joong Kang","Whitney Museum of American Art","man","asian","Asia and the Pacific","1960"
"Howard Kanovitz","Whitney Museum of American Art","man","white",NA,"1930"
"Morris Kantor","Whitney Museum of American Art","man","white","Europe","1900"
"Jerome Kaplan","Whitney Museum of American Art","man",NA,"North America",NA
"Allan Kaprow","Whitney Museum of American Art","man","white","North America","1930"
"Bernard Karfiol","Whitney Museum of American Art","man","white",NA,"1890"
"Andrew B. Karoly","Whitney Museum of American Art","man","white",NA,"1890"
"Dawn Kasper","Whitney Museum of American Art",NA,"white","North America","1980"
"Deborah Kass","Whitney Museum of American Art","woman","white","North America","1950"
"Barbara Kasten","Whitney Museum of American Art","woman","white","North America","1940"
"Leo Katz","Whitney Museum of American Art","man","white","Europe","1890"
"Herbert Katzman","Whitney Museum of American Art",NA,NA,NA,NA
"Craig Kauffman","Whitney Museum of American Art","man",NA,NA,"1930"
"Donald Kaufman","Whitney Museum of American Art","man","white","North America","1940"
"Robert D. Kaufmann","Whitney Museum of American Art","man","white","North America","1910"
"Ed Lachman","Whitney Museum of American Art","man","white","North America","1950"
"Rachel Lachowicz","Whitney Museum of American Art","woman","white","North America","1960"
"Suzanne Lacy","Whitney Museum of American Art",NA,NA,NA,"1940"
"Richard Lahey","Whitney Museum of American Art","man",NA,NA,NA
"Gerald Laing","Whitney Museum of American Art","man","white","Europe","1940"
"Jennett Lam","Whitney Museum of American Art","woman","white","North America","1910"
"Alix Lambert","Whitney Museum of American Art","woman","white","North America","1970"
"David Lamelas","Whitney Museum of American Art","man","hispanic","Latin America and the Caribbean","1950"
"Leroy Lamis","Whitney Museum of American Art","man","white","North America","1920"
"Paul Landacre","Whitney Museum of American Art","man","white","North America","1890"
"Jacob Landau","Whitney Museum of American Art","man","white","North America","1920"
"Armin Landeck","Whitney Museum of American Art","man","white","North America","1900"
"Sean Landers","Whitney Museum of American Art","man","white","North America","1960"
"Ronnie Landfield","Whitney Museum of American Art","man","white","North America","1950"
"Edward Landon","Whitney Museum of American Art","man","white","North America","1910"
"Lois Lane","Whitney Museum of American Art","woman","white","North America","1950"
"Dorothea Lange","Whitney Museum of American Art","woman","white","North America","1900"
"Bernard Langlais","Whitney Museum of American Art","man","white","North America","1920"
"Thomas Lanigan-Schmidt","Whitney Museum of American Art","man","white","North America","1950"
"Edward Laning","Whitney Museum of American Art","man","white","North America","1910"
"J.J. Lankes","Whitney Museum of American Art","man",NA,"North America","1880"
"Michael A. Lantz","Whitney Museum of American Art","man",NA,"North America","1910"
"Ellen Lanyon","Whitney Museum of American Art","woman","white","North America","1930"
"Mauricio Lasansky","Whitney Museum of American Art","man",NA,"Latin America and the Caribbean","1910"
"Maha Maamoun","Whitney Museum of American Art","woman",NA,NA,"1970"
"Nathan Mabry","Whitney Museum of American Art","man","white","North America","1980"
"Kim MacConnel","Whitney Museum of American Art","man","white","North America","1950"
"Chris Macdonald","Whitney Museum of American Art","man","white","North America","1960"
"Stanton Macdonald-Wright","Whitney Museum of American Art","man","white","North America","1890"
"Sheldon Machlin","Whitney Museum of American Art","man","white","North America","1920"
"George Maciunas","Whitney Museum of American Art","man",NA,NA,"1930"
"Anissa Mack","Whitney Museum of American Art","woman","white","North America","1970"
"Diane MacKown","Whitney Museum of American Art","woman",NA,NA,NA
"Elmer L. MacRae","Whitney Museum of American Art","man","white","North America","1880"
"Tala Madani","Whitney Museum of American Art","woman","other","Asia and the Pacific","1980"
"Jack Madson","Whitney Museum of American Art","man","white","North America","1930"
"Gus Mager","Whitney Museum of American Art","man","white","North America","1880"
"Marco Maggi","Whitney Museum of American Art","man",NA,"Latin America and the Caribbean","1960"
"Jill Magid","Whitney Museum of American Art","woman","white","North America","1970"
"Oscar Magnan","Whitney Museum of American Art","man",NA,NA,"1940"
"Florian Maier-Aichen","Whitney Museum of American Art","man","white","Europe","1970"
"Monica Majoli","Whitney Museum of American Art","woman","white","North America","1960"
"Frank Majore","Whitney Museum of American Art","man","white","North America","1950"
"Oronzio Maldarelli","Whitney Museum of American Art","man","white",NA,"1890"
"Robert Mallary","Whitney Museum of American Art","man","white",NA,NA
"Mathieu Malouf","Whitney Museum of American Art","man","white","North America","1980"
"Howard Mandel","Whitney Museum of American Art","man","white","North America","1920"
"IAfA?igo Manglano-Ovalle","Whitney Museum of American Art","man","hispanic",NA,"1960"
"Robert Mangold","Whitney Museum of American Art","man","white","North America","1940"
"Sylvia Plimack Mangold","Whitney Museum of American Art",NA,"white","North America","1940"
"Babette Mangolte","Whitney Museum of American Art","woman","white","Europe","1940"
"Peppino Gino Mangravite","Whitney Museum of American Art","man","white","Europe","1900"
"Katinka Mann","Whitney Museum of American Art","woman","white","North America","1920"
"Sally Mann","Whitney Museum of American Art","woman","white","North America","1950"
"Leo Manso","Whitney Museum of American Art","man","white","North America","1910"
"Larry Mantello","Whitney Museum of American Art","man","white","North America","1960"
"Billy Name","Whitney Museum of American Art","man","white","North America","1940"
"Avon Neal","Whitney Museum of American Art","man","white","North America","1920"
"Anne Neely","Whitney Museum of American Art","woman","white","North America","1950"
"Warren Neidich","Whitney Museum of American Art","man","white","North America",NA
"Joan Nelson","Whitney Museum of American Art","woman",NA,"North America","1960"
"Jackson Lee Nesbitt","Whitney Museum of American Art","man","white","North America","1910"
"Louise Nevelson","Whitney Museum of American Art","woman","white","Europe","1900"
"Warren Newcombe","Whitney Museum of American Art","man","white","North America","1890"
"Daniel Newman","Whitney Museum of American Art","man","white","North America","1930"
"John Newman","Whitney Museum of American Art","man","white","North America","1950"
"Mark Newport","Whitney Museum of American Art","man","white","North America","1960"
"Terence La Noue","Whitney Museum of American Art","man","white","North America","1940"
"Catherine Frances O'Brien","Whitney Museum of American Art","woman","white",NA,"1890"
"Alice O'Connor","Whitney Museum of American Art","woman",NA,"North America",NA
"Thomas O'Connor","Whitney Museum of American Art",NA,NA,NA,NA
"Shaun O'Dell","Whitney Museum of American Art","man","white","North America","1970"
"Pat O'Neill","Whitney Museum of American Art","man",NA,"North America",NA
"John O'Reilly","Whitney Museum of American Art","man","white",NA,NA
"Daniel Oates","Whitney Museum of American Art","man","white",NA,"1960"
"Chiura Obata","Whitney Museum of American Art","man","asian",NA,"1880"
"Manuel Ocampo","Whitney Museum of American Art","man","asian","Asia and the Pacific","1960"
"Ruben Ochoa","Whitney Museum of American Art","man",NA,"North America","1970"
"Doug Ohlson","Whitney Museum of American Art","man","white","North America","1940"
"Kenzo Okada","Whitney Museum of American Art","man","asian","Asia and the Pacific","1900"
"Ken Okiishi","Whitney Museum of American Art","man",NA,NA,"1980"
"Toby Old","Whitney Museum of American Art","man","white","North America","1940"
"Jules Olitski","Whitney Museum of American Art",NA,"white",NA,"1920"
"Nathan Oliveira","Whitney Museum of American Art","man","white","North America","1930"
"Pauline Oliveros","Whitney Museum of American Art","woman","white","North America","1930"
"Earle Olsen","Whitney Museum of American Art","man","white","North America","1930"
"William Omwake","Whitney Museum of American Art","man","white","North America","1950"
"Yoko Ono","Whitney Museum of American Art","woman","asian","Asia and the Pacific","1930"
"Catherine Opie","Whitney Museum of American Art",NA,"white","North America","1960"
"Dennis Oppenheim","Whitney Museum of American Art","man","white","North America","1940"
"Kristin Oppenheim","Whitney Museum of American Art","woman",NA,"North America","1960"
"William Pachner","Whitney Museum of American Art","man","white","Europe","1920"
"David Packard","Whitney Museum of American Art","man","white","North America","1930"
"Anthony Padovano","Whitney Museum of American Art","man","white","North America","1930"
"Trevor Paglen","Whitney Museum of American Art","man","white","North America","1970"
"Matthew Palladino","Whitney Museum of American Art","man","white","North America","1990"
"William C. Palmer","Whitney Museum of American Art","man","white","North America","1910"
"Tommy Dale Palmore","Whitney Museum of American Art","man",NA,"North America","1940"
"Tod Papageorge","Whitney Museum of American Art","man","white","North America","1940"
"Fred Papsdorf","Whitney Museum of American Art","man","white","North America","1890"
"Jorge Pardo","Whitney Museum of American Art","man","hispanic","Latin America and the Caribbean","1960"
"Harold Paris","Whitney Museum of American Art","man","white","North America","1920"
"Charlotte Park","Whitney Museum of American Art","woman","white","North America","1920"
"David Park","Whitney Museum of American Art","man","white","North America","1910"
"Robert ParkeHarrison","Whitney Museum of American Art","man","white","North America","1970"
"Shana ParkeHarrison","Whitney Museum of American Art",NA,"white","North America","1970"
"Ann Parker","Whitney Museum of American Art","woman","white",NA,"1930"
"Bill Parker","Whitney Museum of American Art","man","white","North America","1920"
"Erik Parker","Whitney Museum of American Art","man","white",NA,"1970"
"James Parker","Whitney Museum of American Art","man","white",NA,"1930"
"Raymond Parker","Whitney Museum of American Art","man","white","North America","1920"
"Steven Parrino","Whitney Museum of American Art","man","white","North America","1960"
"Lloyd Parsons","Whitney Museum of American Art","man","white","North America","1890"
"Ed Paschke","Whitney Museum of American Art","man","white",NA,"1940"
"Jennifer Pastor","Whitney Museum of American Art","woman","white","North America","1970"
"Niki de Saint Phalle","Whitney Museum of American Art","woman","white","Europe","1930"
"Eileen Quinlan","Whitney Museum of American Art","woman","white","North America","1970"
"Edmond Thomas Quinn","Whitney Museum of American Art","man",NA,"North America","1870"
"AndrAfAC Racz","Whitney Museum of American Art","man",NA,"Europe","1920"
"Sara Greenberger Rafferty","Whitney Museum of American Art","woman","white","North America","1980"
"Andrew Raftery","Whitney Museum of American Art","man","white","North America","1960"
"Yvonne Rainer","Whitney Museum of American Art","woman","white","North America","1930"
"Christina Ramberg","Whitney Museum of American Art","woman","white","North America","1950"
"Mel Ramos","Whitney Museum of American Art","man","white","North America","1940"
"Daniel Rasmusson","Whitney Museum of American Art","man","white","North America",NA
"David Rathman","Whitney Museum of American Art","man","white","North America","1960"
"Abraham Rattner","Whitney Museum of American Art","man","white","North America","1900"
"Robert Rauschenberg","Whitney Museum of American Art","man","white","North America","1920"
"Charles Ray","Whitney Museum of American Art","man","white","North America","1950"
"Man Ray","Whitney Museum of American Art","man","white","North America","1890"
"Blake Rayne","Whitney Museum of American Art","man",NA,"North America","1970"
"Bernard Reder","Whitney Museum of American Art","man","white","Europe","1900"
"Edward Redfield","Whitney Museum of American Art","man","white","North America","1870"
"Erwin Redl","Whitney Museum of American Art","man","white","Europe","1960"
"Dede Hagist Reed","Whitney Museum of American Art",NA,NA,NA,"1950"
"Jeffrey Reed","Whitney Museum of American Art","man","white",NA,"1970"
"Robert Reed","Whitney Museum of American Art","man",NA,"North America","1940"
"Anton Refregier","Whitney Museum of American Art","man","white",NA,"1900"
"Earl Reiback","Whitney Museum of American Art","man",NA,"North America","1930"
"Murray Reich","Whitney Museum of American Art","man","white","North America","1930"
"Elaine Reichek","Whitney Museum of American Art","woman","white","North America","1940"
"Laurie Reid","Whitney Museum of American Art","woman","white","North America","1960"
"William Reimann","Whitney Museum of American Art","man","white","North America","1940"
"Ad Reinhardt","Whitney Museum of American Art","man",NA,"North America","1910"
"Allen Saalburg","Whitney Museum of American Art","man",NA,"North America","1900"
"Alison Saar","Whitney Museum of American Art","woman","white","North America","1960"
"Betye Saar","Whitney Museum of American Art","woman","black","North America","1930"
"Raphael Sabatini","Whitney Museum of American Art","man","white",NA,NA
"Ira Sachs","Whitney Museum of American Art","man","white","North America","1960"
"Tom Sachs","Whitney Museum of American Art","man","white","North America","1970"
"Juan SAfA!nchez","Whitney Museum of American Art","man","hispanic","North America","1950"
"Kay Sage","Whitney Museum of American Art","woman","white","North America","1900"
"Takako Saito","Whitney Museum of American Art","woman","asian","Asia and the Pacific","1930"
"Jason Salavon","Whitney Museum of American Art","man","white","North America","1970"
"Attilio Salemme","Whitney Museum of American Art","man","white","North America",NA
"Lucia Autorino Salemme","Whitney Museum of American Art",NA,"white","North America","1920"
"David Salle","Whitney Museum of American Art","man","white","North America","1950"
"Victoria Sambunaris","Whitney Museum of American Art","woman","white","North America","1960"
"Frank Samperi","Whitney Museum of American Art","man","white","North America","1930"
"Paul Starrett Sample","Whitney Museum of American Art","man","white","North America","1900"
"Emilio Sanchez","Whitney Museum of American Art",NA,NA,NA,NA
"Fred Sandback","Whitney Museum of American Art","man","white","North America","1940"
"Ludwig Sander","Whitney Museum of American Art","man","white","North America","1910"
"Hope Sandrow","Whitney Museum of American Art","woman","white","North America","1950"
"Sven Birger SandzAfACn","Whitney Museum of American Art","man","white","Europe","1870"
"HAfAClAfA?ne Sardeau","Whitney Museum of American Art",NA,"white","Europe",NA
"Alan Saret","Whitney Museum of American Art","man","white","North America","1940"
"John Singer Sargent","Whitney Museum of American Art","man","white",NA,"1860"
"Charles Sarka","Whitney Museum of American Art","man","white","North America","1880"
"Paul Sarkisian","Whitney Museum of American Art","man","white","North America","1930"
"Raymond Saroff","Whitney Museum of American Art","man","white","North America","1920"
"Tadashi Sato","Whitney Museum of American Art","man","asian","North America","1920"
"Jacolby Satterwhite","Whitney Museum of American Art","man",NA,"North America","1990"
"Peter Saul","Whitney Museum of American Art","man","white","North America","1930"
"Saul","Whitney Museum of American Art","man",NA,NA,NA
"Dan Tague","Whitney Museum of American Art","man","white","North America","1970"
"Agnes Tait","Whitney Museum of American Art","woman","white","North America","1890"
"Peter Takal","Whitney Museum of American Art","man","white",NA,"1900"
"Reuben Tam","Whitney Museum of American Art","man","other","North America","1920"
"Yves Tanguy","Whitney Museum of American Art","man","white",NA,"1900"
"Dorothea Tanning","Whitney Museum of American Art",NA,NA,NA,NA
"Anne Tardos","Whitney Museum of American Art","woman","white","Europe","1940"
"William Tarr","Whitney Museum of American Art","man","white","North America","1920"
"Frederic Taubes","Whitney Museum of American Art",NA,"white",NA,"1900"
"Henry Fitch Taylor","Whitney Museum of American Art","man","white","North America","1850"
"John W. Taylor","Whitney Museum of American Art","man",NA,NA,NA
"Pavel Tchelitchew","Whitney Museum of American Art","man","white","Europe","1900"
"Val Telberg","Whitney Museum of American Art","man","white","Europe","1910"
"Mickalene Thomas","Whitney Museum of American Art",NA,"black","North America","1970"
"Tomi Ungerer","Whitney Museum of American Art","man","white","Europe","1930"
"Kaari Upson","Whitney Museum of American Art",NA,NA,NA,NA
"Michael Vahrenwald","Whitney Museum of American Art","man",NA,"North America",NA
"Meyer Vaisman","Whitney Museum of American Art",NA,NA,NA,"1960"
"DeWain Valentine","Whitney Museum of American Art","man",NA,"North America","1940"
"James Valerio","Whitney Museum of American Art","man","white","North America","1940"
"Ben Vautier","Whitney Museum of American Art","man","white","Europe","1940"
"Liena Vayzman","Whitney Museum of American Art","woman","white",NA,"1970"
"Chris Verene","Whitney Museum of American Art","man","white","North America","1970"
"Esteban Vicente","Whitney Museum of American Art","man","hispanic","Europe","1900"
"Frede Vidar","Whitney Museum of American Art",NA,"white","Europe","1910"
"Carlos Villa","Whitney Museum of American Art","man",NA,NA,"1940"
"William Villalongo","Whitney Museum of American Art","man","black","North America","1980"
"Bill Viola","Whitney Museum of American Art","man","white","North America","1950"
"Banks Violette","Whitney Museum of American Art","man","white","North America","1970"
"Joseph Vogel","Whitney Museum of American Art","man","white",NA,NA
"Julia Wachtel","Whitney Museum of American Art","woman","white","North America","1960"
"Yoshimasa Wada","Whitney Museum of American Art","man","asian","Asia and the Pacific","1940"
"Catherine Wagner","Whitney Museum of American Art","woman","white","North America","1950"
"Merrill Wagner","Whitney Museum of American Art",NA,"white","North America","1940"
"Antek Walczak","Whitney Museum of American Art","man","white","North America","1970"
"John Walker","Whitney Museum of American Art","man","white","Europe","1940"
"Kara Walker","Whitney Museum of American Art","woman","black","North America","1970"
"Kelley Walker","Whitney Museum of American Art",NA,NA,"North America","1970"
"Sandy Walker","Whitney Museum of American Art",NA,"white","North America","1940"
"Abraham Walkowitz","Whitney Museum of American Art","man","white",NA,"1880"
"Jeff Wall","Whitney Museum of American Art","man","white","North America","1950"
"Dan Walsh","Whitney Museum of American Art",NA,NA,"North America","1960"
"Carl Walters","Whitney Museum of American Art","man","white","North America","1880"
"Nari Ward","Whitney Museum of American Art","man","black","Latin America and the Caribbean","1960"
"Chris Ware","Whitney Museum of American Art","man","white","North America","1970"
"Andy Warhol","Whitney Museum of American Art","man","white","North America","1930"
"Hyman Warsager","Whitney Museum of American Art","man","white",NA,"1910"
"Jane Wasey","Whitney Museum of American Art","woman","white","North America","1910"
"Phoebe Washburn","Whitney Museum of American Art","woman",NA,NA,"1970"
"Oliver Wasow","Whitney Museum of American Art","man","white","North America","1960"
"Franklin C. Watkins","Whitney Museum of American Art","man","white","North America","1890"
"Robert Watts","Whitney Museum of American Art","man","white",NA,"1920"
"Jeff Way","Whitney Museum of American Art","man","white","North America","1940"
"June Wayne","Whitney Museum of American Art","woman","white","North America","1920"
"Alexander Dwight Webb","Whitney Museum of American Art","man","white","North America","1950"
"Bruce Weber","Whitney Museum of American Art","man","white","North America","1950"
"Frederic Weber","Whitney Museum of American Art","man",NA,"North America","1960"
"Idelle Weber","Whitney Museum of American Art",NA,"white","North America","1930"
"Max Weber","Whitney Museum of American Art","man","white","Europe","1880"
"Chuck Webster","Whitney Museum of American Art","man","white","North America","1970"
"Tom Webster","Whitney Museum of American Art","man","white",NA,"1890"
"Weegee","Whitney Museum of American Art","man","white","Europe","1900"
"Jean XcAfACron","Whitney Museum of American Art","man","white",NA,"1890"
"Mahonri M. Young","Whitney Museum of American Art","man","white","North America","1880"
"Peter Young","Whitney Museum of American Art","man","white","North America","1940"
"Adja Yunkers","Whitney Museum of American Art","man","white","Europe","1900"
"Lisa Yuskavage","Whitney Museum of American Art","woman",NA,"North America","1960"
"Robert Zakanitch","Whitney Museum of American Art","man","white","North America","1940"
"James Van Der Zee","Whitney Museum of American Art","man","black","North America","1890"
"Karl Zerbe","Whitney Museum of American Art","man","white","Europe","1900"
"Vernon Zimmerman","Whitney Museum of American Art","man","white",NA,NA
"Andrea Zittel","Whitney Museum of American Art","woman","white","North America","1960"
"Larry Zox","Whitney Museum of American Art","man","white","North America","1940"
"Zsissly","Whitney Museum of American Art","man","white","North America","1900"
"Kevin Zucker","Whitney Museum of American Art","man","white","North America","1980"
"Scoles (?)","Yale University Art Gallery",NA,NA,NA,NA
"Koma Yasuaki (Kyuhaku)","Yale University Art Gallery","man","asian","Asia and the Pacific",NA
"TaylorA ?","Yale University Art Gallery",NA,NA,"North America",NA
"Rebecca Abrams","Yale University Art Gallery","woman","white",NA,"1960"
"Pat Adams","Yale University Art Gallery","woman","white","North America","1930"
"Shelby Lee Adams","Yale University Art Gallery","man","white","North America","1950"
"Anne Allen","Yale University Art Gallery",NA,NA,NA,NA
"Edmond Amateis","Yale University Art Gallery","man","white","Europe","1900"
"William Anderson","Yale University Art Gallery","man","white","North America",NA
"Carl Andre","Yale University Art Gallery","man","white","North America","1940"
"Benny Andrews","Yale University Art Gallery","man","black","North America","1930"
"James Angell","Yale University Art Gallery","man","white",NA,"1950"
"RaAol Anguiano","Yale University Art Gallery","man","hispanic","Latin America and the Caribbean","1920"
"Nobuyoshi Araki","Yale University Art Gallery","man","asian","Asia and the Pacific","1940"
"Barbara Ann Astman","Yale University Art Gallery","woman","white","North America","1950"
"Lyman W. Atwater","Yale University Art Gallery",NA,"white",NA,NA
"Mario Avati","Yale University Art Gallery","man","white","Europe","1920"
"J. Bachmann","Yale University Art Gallery","man","white","Europe","1810"
"Alicia Bailey","Yale University Art Gallery","woman","white","North America",NA
"Oakley Hoopes Bailey","Yale University Art Gallery","man",NA,"North America","1840"
"Oliver Baker","Yale University Art Gallery","man","white",NA,"1860"
"Bardone","Yale University Art Gallery","man","white",NA,"1930"
"Jean Auguste Barre","Yale University Art Gallery","man","white","Europe","1810"
"Bill Barrett","Yale University Art Gallery","man","white","North America","1930"
"Robert Barry","Yale University Art Gallery","man","white","North America",NA
"Jim Barsness","Yale University Art Gallery","man","white","North America","1950"
"J. DechinArtist manner of: Auguste Bartholdi","Yale University Art Gallery","man",NA,NA,NA
"Erica Baum","Yale University Art Gallery","woman","white","North America","1960"
"Thomas Mann Baynes","Yale University Art Gallery","man","white",NA,"1790"
"Lucien Bazor","Yale University Art Gallery","man","white","Europe","1890"
"Max Beckmann","Yale University Art Gallery","man","white","Europe","1880"
"Eugene Benson","Yale University Art Gallery","man","white","North America","1840"
"Leonid Berman","Yale University Art Gallery","man","white","Europe","1900"
"Charles Wyllys Betts","Yale University Art Gallery","man",NA,"North America",NA
"Doug Beube","Yale University Art Gallery","man","white","North America","1950"
"Hu Bishan","Yale University Art Gallery",NA,"asian","Asia and the Pacific","1820"
"William Henry Bishop","Yale University Art Gallery","man","white",NA,"1850"
"Annie Bissett","Yale University Art Gallery","woman","white","North America","1960"
"Leonardo Bistolfi","Yale University Art Gallery","man","white","Europe","1860"
"Richard Boix","Yale University Art Gallery","man","white",NA,NA
"Friedrich-Wilhelm Bollinger","Yale University Art Gallery","man","white","Europe","1780"
"Zhou Bomin","Yale University Art Gallery","man","asian","Asia and the Pacific",NA
"Paolo Boni","Yale University Art Gallery","man","white","Europe","1930"
"John Gutzon Borglum","Yale University Art Gallery","man","white","North America","1870"
"Frederic Bouchot","Yale University Art Gallery","man","white","Europe","1800"
"EugA?ne Louis Boudin","Yale University Art Gallery","man","white","Europe","1820"
"David Boudon","Yale University Art Gallery","man","white","Europe","1750"
"Louise Bourgeois","Yale University Art Gallery","woman","white","Europe","1910"
"Giovanni Battista Bracelli","Yale University Art Gallery","man","white","Europe","1580"
"Su Braden","Yale University Art Gallery","woman","white","Europe","1940"
"Mathew B. Brady","Yale University Art Gallery","man","white","North America","1820"
"Simeon Braguin","Yale University Art Gallery","man","white",NA,"1910"
"Victor Brauner","Yale University Art Gallery","man","white","Europe","1900"
"Alfred Bricher","Yale University Art Gallery","man","white","North America","1840"
"Scott Brickajlik","Yale University Art Gallery","man","white","North America","1950"
"John Bunyan Bristol","Yale University Art Gallery","man","white","North America","1830"
"Sarina Bromberg","Yale University Art Gallery","woman","white","North America","1950"
"James Brooks","Yale University Art Gallery","man","white","North America",NA
"E. Brown","Yale University Art Gallery",NA,NA,NA,NA
"Henry Harris Brown","Yale University Art Gallery","man","white",NA,"1860"
"John Henry Brown","Yale University Art Gallery","man",NA,"North America",NA
"John Lewis Brown","Yale University Art Gallery","man","white","Europe","1830"
"George Elmer Browne","Yale University Art Gallery","man","white","North America","1870"
"Ludwig August Bruel","Yale University Art Gallery","man","white","Europe","1820"
"Gunter Brus","Yale University Art Gallery","man","white",NA,"1940"
"Bernard Brussel-Smith","Yale University Art Gallery","man",NA,"North America","1910"
"Camille Bryen","Yale University Art Gallery","man","white",NA,"1910"
"Abel Buell","Yale University Art Gallery","man","white","North America","1740"
"Julie Buffalohead","Yale University Art Gallery",NA,"other","North America","1970"
"Otis A. Bullard","Yale University Art Gallery","man",NA,"North America","1820"
"David Bumbeck","Yale University Art Gallery","man","white","North America","1940"
"Tani Buna??chi","Yale University Art Gallery","man","asian","Asia and the Pacific",NA
"Dennis Miller Bunker","Yale University Art Gallery",NA,"white","North America","1860"
"Shirley Burden","Yale University Art Gallery","man","white","North America","1910"
"Curtis Van Buren","Yale University Art Gallery","man","white","North America","1950"
"T. Burford","Yale University Art Gallery","man","white",NA,NA
"Alice Lingow Burgess","Yale University Art Gallery","woman","white","North America","1880"
"William Burgis","Yale University Art Gallery","man",NA,NA,NA
"Hans Burkhardt","Yale University Art Gallery","man","white",NA,"1900"
"Alberto Burri","Yale University Art Gallery","man","white","Europe","1920"
"Miley Busiek","Yale University Art Gallery",NA,"white",NA,NA
"John Cage","Yale University Art Gallery","man","white","North America","1910"
"Robert Camblin","Yale University Art Gallery","man","white","North America","1930"
"Morrie Camhi","Yale University Art Gallery","man","white","North America","1930"
"Simone Cantarini","Yale University Art Gallery",NA,"white","Europe","1610"
"Ludovico Cardi","Yale University Art Gallery","man","white","Europe","1560"
"Giovanni Cariani","Yale University Art Gallery","man","white","Europe","1490"
"Michael Carlo","Yale University Art Gallery","man","white","Europe","1940"
"Manuel Salvador Carmona","Yale University Art Gallery","man","hispanic",NA,"1730"
"Louis Carrogis de Carmontelle","Yale University Art Gallery","man","white","Europe","1720"
"Antonio Carnicero","Yale University Art Gallery","man","white","Europe","1750"
"Michiel Carree","Yale University Art Gallery","man","white","Europe",NA
"Clarence Holbrook Carter","Yale University Art Gallery",NA,"white","North America","1900"
"Jacopo del Casentino","Yale University Art Gallery","man","white","Europe","1300"
"George Catlin","Yale University Art Gallery","man","white","North America","1800"
"Giovanni da Cavino","Yale University Art Gallery","man","white","Europe","1500"
"Lynn Chadwick","Yale University Art Gallery","man","white","Europe","1910"
"Christina Ruppe Chalon","Yale University Art Gallery",NA,"white","Europe","1750"
"Stewart Chaney","Yale University Art Gallery","man","white","North America",NA
"Wu Changshuo","Yale University Art Gallery","man","asian","Asia and the Pacific","1840"
